parent_path,item,is_folder,size
..\HW6,__init__.py,False,0
parent_path,item,is_folder,size
..\HW7\Classes,__init__.py,False,36
parent_path,item,is_folder,size
..\HW7,__init__.py,False,0
parent_path,item,is_folder,size
..\HW8,__init__.py,False,0
